,UA,UZA_NAME,UZA,MNAME,CBSA,RailBus,Year,UPT,VRM,VRH,FARE_TOTAL,FARE_per_UPT,AREALANDPT,UAPOP,UAAREALAND,MAREALAND,UAPOPPCT,UPT_ADJ,VRM_ADJ,VRH_ADJ
25,199.0,"Aberdeen--Bel Air South--Bel Air North, MD ",169,"Baltimore-Towson, MD Metro Area",12580.0,DemandResponse,2016,0.0,0.0,0.0,69744.0,inf,314194303.0,213751.0,339626464.0,6737801281.0,95.39,0.0,0.0,0.0
26,199.0,"Aberdeen--Bel Air South--Bel Air North, MD ",169,"Baltimore-Towson, MD Metro Area",12580.0,DemandResponse,2017,0.0,0.0,0.0,76400.0,inf,314194303.0,213751.0,339626464.0,6737801281.0,95.39,0.0,0.0,0.0
27,199.0,"Aberdeen--Bel Air South--Bel Air North, MD ",169,"Baltimore-Towson, MD Metro Area",12580.0,DemandResponse,2018,0.0,0.0,0.0,83232.0,inf,314194303.0,213751.0,339626464.0,6737801281.0,95.39,0.0,0.0,0.0
28,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2005,507165.0,444176.0,31147.0,213965.0,0.4218843965967683,141756054.0,110421.0,141756054.0,7105575299.0,100.0,507165.0,444176.0,31147.0
29,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2006,493638.0,441300.0,30750.0,201795.0,0.40879146256973736,141756054.0,110421.0,141756054.0,7105575299.0,100.0,493638.0,441300.0,30750.0
30,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2007,490254.0,424839.0,30435.0,217336.0,0.4433130581290515,141756054.0,110421.0,141756054.0,7105575299.0,100.0,490254.0,424839.0,30435.0
31,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2008,473528.0,421757.0,31794.0,254879.0,0.5382553935564528,141756054.0,110421.0,141756054.0,7105575299.0,100.0,473528.0,421757.0,31794.0
32,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2009,478743.0,418714.0,30445.0,248600.0,0.5192765220588081,141756054.0,110421.0,141756054.0,7105575299.0,100.0,478743.0,418714.0,30445.0
33,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2010,456753.0,406871.0,39190.0,295374.0,0.6466821235985314,141756054.0,110421.0,141756054.0,7105575299.0,100.0,456753.0,406871.0,39190.0
34,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2011,472931.0,396021.0,29999.0,375006.0,0.7929401963499961,141756054.0,110421.0,141756054.0,7105575299.0,100.0,472931.0,396021.0,29999.0
35,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2012,0.0,0.0,0.0,368226.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
36,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2013,0.0,0.0,0.0,390511.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
37,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2014,0.0,0.0,0.0,408104.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
38,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2015,0.0,0.0,0.0,294009.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
39,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2016,0.0,0.0,0.0,166398.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
40,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2017,0.0,0.0,0.0,191017.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
41,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,Bus,2018,0.0,0.0,0.0,177578.5,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
42,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2005,111675.0,639292.0,46130.0,201802.0,1.8070472352809492,141756054.0,110421.0,141756054.0,7105575299.0,100.0,111675.0,639292.0,46130.0
43,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2006,110152.0,624658.0,44144.0,93789.0,0.8514507226378095,141756054.0,110421.0,141756054.0,7105575299.0,100.0,110152.0,624658.0,44144.0
44,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2007,109977.0,622056.0,45796.0,98383.0,0.8945779572092346,141756054.0,110421.0,141756054.0,7105575299.0,100.0,109977.0,622056.0,45796.0
45,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2008,102963.0,612502.0,46768.0,109095.0,1.0595553742606567,141756054.0,110421.0,141756054.0,7105575299.0,100.0,102963.0,612502.0,46768.0
46,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2009,105199.0,616961.0,48456.0,101458.0,0.9644388254641204,141756054.0,110421.0,141756054.0,7105575299.0,100.0,105199.0,616961.0,48456.0
47,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2010,103985.0,607648.0,46344.0,50000.0,0.4808385824878588,141756054.0,110421.0,141756054.0,7105575299.0,100.0,103985.0,607648.0,46344.0
48,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2011,103130.0,619030.0,46557.0,426089.0,4.131571802579269,141756054.0,110421.0,141756054.0,7105575299.0,100.0,103130.0,619030.0,46557.0
49,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2012,0.0,0.0,0.0,296153.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
50,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2013,0.0,0.0,0.0,323930.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
51,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2014,0.0,0.0,0.0,363579.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
52,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2015,0.0,0.0,0.0,108234.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
53,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2016,0.0,0.0,0.0,234140.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
54,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2017,0.0,0.0,0.0,233051.0,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
55,280.0,"Abilene, TX ",282,"Abilene, TX Metro Area",10180.0,DemandResponse,2018,0.0,0.0,0.0,263710.75,inf,141756054.0,110421.0,141756054.0,7105575299.0,100.0,0.0,0.0,0.0
56,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2005,6661882.0,4489876.0,311696.0,3022880.0,0.4537576618739269,744634347.0,569499.0,842722918.0,2331323747.0,90.27,6013680.8814,4053011.0651999996,281367.9792
57,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2006,6725155.0,4425375.0,311883.0,3163036.0,0.4703290853519361,744634347.0,569499.0,842722918.0,2331323747.0,90.27,6070797.418500001,3994786.0125,281536.7841
58,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2007,6501325.0,5064172.0,315947.0,3445013.0,0.5298939831495887,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5868746.0775,4571428.0644,285205.35689999996
59,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2008,6802292.0,4290843.0,288260.0,3602006.0,0.5295282825259486,744634347.0,569499.0,842722918.0,2331323747.0,90.27,6140428.988399999,3873343.9760999996,260212.302
60,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2009,6160246.0,3801301.0,306371.0,3387490.0,0.5498952476897838,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5560854.0642,3431434.4126999998,276561.1017
61,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2010,6221965.0,3845627.0,332255.0,3597828.0,0.5782462614302716,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5616567.8055,3471447.4928999995,299926.58849999995
62,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2011,6490476.0,4340328.0,337963.0,3802014.0,0.5857835388344399,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5858952.6852,3918014.0856,305079.20009999996
63,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2012,6642544.0,4279372.0,338682.0,6462990.0,0.9729690913601776,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5996224.4688,3862989.1044,305728.24139999994
64,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2013,6620226.0,4615848.0,368945.0,6704933.0,1.0127951825209593,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5976078.010199999,4166725.9896,333046.6515
65,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2014,6625481.0,4797023.0,374779.0,6894955.0,1.040672367787335,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5980821.6987,4330272.662099999,338313.0033
66,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2015,6485294.0,5053384.0,380876.0,6280588.0,0.9684353554364691,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5854274.8938,4561689.7368,343816.76519999997
67,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2016,6093879.0,4869437.0,379424.0,5877868.0,0.9645527914157797,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5500944.573299999,4395640.7799,342506.0448
68,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2017,6049974.0,4919521.0,382651.0,5939656.0,0.9817655414717484,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5461311.529800001,4440851.606699999,345419.05769999995
69,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,Bus,2018,6012502.0,4915667.0,380562.0,5885317.0,0.9788465766830514,744634347.0,569499.0,842722918.0,2331323747.0,90.27,5427485.5554,4437372.6009,343533.3174
70,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2005,378549.0,2847963.0,204583.0,715048.0,1.8889179472142312,744634347.0,569499.0,842722918.0,2331323747.0,90.27,341716.1823,2570856.2001,184677.0741
71,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2006,341832.0,2623285.0,192204.0,538410.0,1.5750719651758758,744634347.0,569499.0,842722918.0,2331323747.0,90.27,308571.74639999995,2368039.3695,173502.55079999997
72,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2007,352310.0,2422268.0,191584.0,496131.0,1.4082228719025858,744634347.0,569499.0,842722918.0,2331323747.0,90.27,318030.23699999996,2186581.3236,172942.8768
73,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2008,358061.0,2874359.0,172612.0,564614.0,1.5768653944439635,744634347.0,569499.0,842722918.0,2331323747.0,90.27,323221.66469999996,2594683.8693,155816.8524
74,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2009,359383.0,2045235.0,144957.0,675282.0,1.8790037369602903,744634347.0,569499.0,842722918.0,2331323747.0,90.27,324415.0341,1846233.6345,130852.68389999999
75,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2010,354084.0,2000358.0,147641.0,726251.0,2.0510698026456997,744634347.0,569499.0,842722918.0,2331323747.0,90.27,319631.62679999997,1805723.1665999999,133275.5307
76,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2011,360705.0,2064078.0,153794.0,731863.0,2.0289793598647092,744634347.0,569499.0,842722918.0,2331323747.0,90.27,325608.40349999996,1863243.2106,138829.8438
77,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2012,362069.0,2426295.0,155624.0,830578.0,2.2939771148593224,744634347.0,569499.0,842722918.0,2331323747.0,90.27,326839.6863,2190216.4965,140481.7848
78,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2013,355064.0,2735750.0,151769.0,1308485.0,3.68520886375414,744634347.0,569499.0,842722918.0,2331323747.0,90.27,320516.2728,2469561.525,137001.8763
79,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2014,360121.0,2538449.0,160224.0,976095.0,2.7104639829390678,744634347.0,569499.0,842722918.0,2331323747.0,90.27,325081.2267,2291457.9123,144634.20479999998
80,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2015,376174.0,2331535.0,161059.0,1003679.0,2.66812432544514,744634347.0,569499.0,842722918.0,2331323747.0,90.27,339572.26979999995,2104676.6445,145387.9593
81,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2016,374273.0,2405252.0,160994.0,1015560.0,2.71342041771648,744634347.0,569499.0,842722918.0,2331323747.0,90.27,337856.2371,2171220.9804,145329.28379999998
82,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2017,355707.0,2453314.0,162572.0,887477.0,2.4949663627648597,744634347.0,569499.0,842722918.0,2331323747.0,90.27,321096.70889999997,2214606.5478,146753.7444
83,766.0,"Akron, OH ",71,"Akron, OH Metro Area",10420.0,DemandResponse,2018,353481.0,2614496.0,164346.0,794385.0,2.2473202237178236,744634347.0,569499.0,842722918.0,2331323747.0,90.27,319087.2987,2360105.5392,148355.1342
84,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2005,653876.0,535683.0,31970.0,344119.0,0.5262756241244517,183486824.0,95779.0,183486824.0,5005299727.0,100.0,653876.0,535683.0,31970.0
85,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2006,762810.0,534219.0,31784.0,366673.0,0.48068719602522253,183486824.0,95779.0,183486824.0,5005299727.0,100.0,762810.0,534219.0,31784.0
86,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2007,767414.0,534985.0,32038.0,377696.0,0.49216720049412704,183486824.0,95779.0,183486824.0,5005299727.0,100.0,767414.0,534985.0,32038.0
87,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2008,880864.0,532993.0,31573.0,373954.0,0.4245309151015367,183486824.0,95779.0,183486824.0,5005299727.0,100.0,880864.0,532993.0,31573.0
88,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2009,871177.0,529568.0,31522.0,431925.0,0.495794769604799,183486824.0,95779.0,183486824.0,5005299727.0,100.0,871177.0,529568.0,31522.0
89,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2010,900406.0,530982.0,31846.0,420551.0,0.4670681892390766,183486824.0,95779.0,183486824.0,5005299727.0,100.0,900406.0,530982.0,31846.0
90,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2011,985863.0,574538.0,33486.0,471112.0,0.47786761446570164,183486824.0,95779.0,183486824.0,5005299727.0,100.0,985863.0,574538.0,33486.0
91,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2012,1017648.0,523493.0,31940.0,523278.0,0.5142033394651195,183486824.0,95779.0,183486824.0,5005299727.0,100.0,1017648.0,523493.0,31940.0
92,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2013,1017015.0,541805.0,33101.0,525669.0,0.5168743823837406,183486824.0,95779.0,183486824.0,5005299727.0,100.0,1017015.0,541805.0,33101.0
93,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2014,883094.0,588650.0,35168.0,535879.0,0.6068198855387988,183486824.0,95779.0,183486824.0,5005299727.0,100.0,883094.0,588650.0,35168.0
94,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2015,695011.0,595478.0,34802.0,542312.0,0.7802926860150415,183486824.0,95779.0,183486824.0,5005299727.0,100.0,695011.0,595478.0,34802.0
95,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2016,655363.0,597007.0,34354.0,488610.0,0.7455562794970115,183486824.0,95779.0,183486824.0,5005299727.0,100.0,655363.0,597007.0,34354.0
96,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2017,723013.0,602405.0,34690.0,466615.0,0.6453756709768704,183486824.0,95779.0,183486824.0,5005299727.0,100.0,723013.0,602405.0,34690.0
97,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,Bus,2018,739896.0,659043.0,37646.0,436693.25,0.5902089618000368,183486824.0,95779.0,183486824.0,5005299727.0,100.0,739896.0,659043.0,37646.0
98,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2005,25628.0,139346.0,9780.0,33568.0,1.3098173872327141,183486824.0,95779.0,183486824.0,5005299727.0,100.0,25628.0,139346.0,9780.0
99,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2006,23487.0,139336.0,9467.0,30922.0,1.3165580959679823,183486824.0,95779.0,183486824.0,5005299727.0,100.0,23487.0,139336.0,9467.0
100,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2007,21348.0,122290.0,9103.0,38589.0,1.8076166385609893,183486824.0,95779.0,183486824.0,5005299727.0,100.0,21348.0,122290.0,9103.0
101,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2008,19959.0,112535.0,8411.0,35037.0,1.7554486697730347,183486824.0,95779.0,183486824.0,5005299727.0,100.0,19959.0,112535.0,8411.0
102,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2009,16018.0,105186.0,7465.0,40983.0,2.5585591209888876,183486824.0,95779.0,183486824.0,5005299727.0,100.0,16018.0,105186.0,7465.0
103,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2010,12154.0,98898.0,6983.0,36663.0,3.0165377653447423,183486824.0,95779.0,183486824.0,5005299727.0,100.0,12154.0,98898.0,6983.0
104,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2011,10360.0,99328.0,7176.0,32731.0,3.1593629343629344,183486824.0,95779.0,183486824.0,5005299727.0,100.0,10360.0,99328.0,7176.0
105,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2012,10393.0,96534.0,6790.0,22636.0,2.1780044260559994,183486824.0,95779.0,183486824.0,5005299727.0,100.0,10393.0,96534.0,6790.0
106,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2013,13066.0,88631.0,6379.0,34021.0,2.6037808051431197,183486824.0,95779.0,183486824.0,5005299727.0,100.0,13066.0,88631.0,6379.0
107,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2014,14805.0,100201.0,7226.0,41248.0,2.7860857818304625,183486824.0,95779.0,183486824.0,5005299727.0,100.0,14805.0,100201.0,7226.0
108,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2015,14593.0,94185.0,7443.0,39173.0,2.6843692181182757,183486824.0,95779.0,183486824.0,5005299727.0,100.0,14593.0,94185.0,7443.0
109,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2016,13816.0,97446.0,8335.0,33843.0,2.4495512449334105,183486824.0,95779.0,183486824.0,5005299727.0,100.0,13816.0,97446.0,8335.0
110,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2017,13111.0,93840.0,8333.0,26419.0,2.0150255510639923,183486824.0,95779.0,183486824.0,5005299727.0,100.0,13111.0,93840.0,8333.0
111,901.0,"Albany, GA ",309,"Albany, GA Metro Area",10500.0,DemandResponse,2018,15704.0,105311.0,7923.0,19518.5,1.2428998981151298,183486824.0,95779.0,183486824.0,5005299727.0,100.0,15704.0,105311.0,7923.0
